trade_count,trades_per_day,win_rate,profit_factor,net_return_pct,max_drawdown_pct,sharpe,exposure,label
61.0,0.5083333333333333,0.5901639344262295,1.6656219386452422,0.15201285610359938,-0.055817561141697,2.4203551074395016,0.23556138051550896,relaxed_cooldown
68.0,0.5666666666666667,0.5441176470588235,1.3704234230592243,0.10126450003566201,-0.07072664896767267,1.6078493207650288,0.272957623416339,aggressive_research
